Source,Target,Weight
00-0029510,00-0033069,1
00-0029510,00-0033127,1
00-0029615,00-0029682,1
00-0029615,00-0030108,3
00-0029615,00-0030564,3
00-0029615,00-0031064,2
00-0029615,00-0031075,3
00-0029615,00-0031085,2
00-0029615,00-0031302,2
00-0029615,00-0031560,1
00-0029615,00-0031743,1
00-0029615,00-0032404,3
00-0029615,00-0032725,2
00-0029615,00-0032739,1
00-0029615,00-0033069,2
00-0029615,00-0033127,3
00-0029682,00-0030108,1
00-0029682,00-0030564,1
00-0029682,00-0031064,1
00-0029682,00-0031075,1
00-0029682,00-0031085,1
00-0029682,00-0031302,1
00-0029682,00-0031560,1
00-0029682,00-0031743,1
00-0029682,00-0032404,1
00-0029682,00-0032725,1
00-0029682,00-0032739,1
00-0029682,00-0033069,1
00-0029682,00-0033127,1
00-0030108,00-0032404,3
00-0030108,00-0032725,2
00-0030108,00-0032739,1
00-0030108,00-0033069,2
00-0030108,00-0033127,3
00-0030564,00-0032404,3
00-0030564,00-0032725,3
00-0030564,00-0032739,1
00-0030564,00-0033069,2
00-0030564,00-0033127,4
00-0031064,00-0031560,1
00-0031064,00-0031743,1
00-0031064,00-0032404,2
00-0031064,00-0032725,2
00-0031064,00-0032739,1
00-0031064,00-0033069,2
00-0031064,00-0033127,2
00-0031075,00-0032404,3
00-0031075,00-0032725,2
00-0031075,00-0032739,1
00-0031075,00-0033069,2
00-0031075,00-0033127,3
00-0031085,00-0032404,2
00-0031085,00-0032725,2
00-0031085,00-0032739,1
00-0031085,00-0033069,2
00-0031085,00-0033127,2
00-0031302,00-0032404,2
00-0031302,00-0032725,2
00-0031302,00-0032739,1
00-0031302,00-0033069,2
00-0031302,00-0033127,2
00-0031560,00-0032404,1
00-0031560,00-0032725,1
00-0031560,00-0032739,1
00-0031560,00-0033069,1
00-0031560,00-0033127,1
00-0031743,00-0032404,1
00-0031743,00-0032725,1
00-0031743,00-0032739,1
00-0031743,00-0033069,1
00-0031743,00-0033127,1
00-0032404,00-0032725,2
00-0032404,00-0032739,1
00-0032404,00-0033069,2
00-0032404,00-0033127,3
00-0032725,00-0032739,1
00-0032725,00-0033069,2
00-0032725,00-0033127,2
00-0032739,00-0033069,1
00-0032739,00-0033127,1
00-0033069,00-0033127,2
00-0019596,00-0027006,1
00-0019596,00-0029570,1
00-0019596,00-0029689,2
00-0019596,00-0030288,3
00-0019596,00-0030433,1
00-0019596,00-0031236,1
00-0019596,00-0032208,3
00-0019596,00-0033387,2
00-0026035,00-0026625,1
00-0026035,00-0027006,1
00-0026035,00-0029570,1
00-0026035,00-0029689,1
00-0026035,00-0030288,2
00-0026035,00-0030433,1
00-0026035,00-0031236,2
00-0026035,00-0032208,2
00-0026035,00-0033387,1
00-0026201,00-0026625,1
00-0026201,00-0027006,1
00-0026201,00-0029570,1
00-0026201,00-0029689,1
00-0026201,00-0030288,1
00-0026201,00-0030433,1
00-0026201,00-0031236,1
00-0026201,00-0032208,1
00-0026201,00-0033387,1
00-0026625,00-0027006,1
00-0026625,00-0027925,2
00-0026625,00-0028087,1
00-0026625,00-0028237,2
00-0026625,00-0029239,3
00-0026625,00-0029570,1
00-0026625,00-0029689,2
00-0026625,00-0030288,3
00-0026625,00-0030433,1
00-0026625,00-0031062,4
00-0026625,00-0031236,1
00-0026625,00-0032208,2
00-0026625,00-0033387,2
00-0027006,00-0027656,1
00-0027006,00-0027925,1
00-0027006,00-0028087,1
00-0027006,00-0028237,1
00-0027006,00-0029239,1
00-0027006,00-0029570,1
00-0027006,00-0029689,1
00-0027006,00-0030288,1
00-0027006,00-0030433,1
00-0027006,00-0031062,1
00-0027006,00-0031236,1
00-0027006,00-0032208,1
00-0027006,00-0033387,1
00-0027656,00-0029570,1
00-0027656,00-0029689,2
00-0027656,00-0030288,2
00-0027656,00-0030433,1
00-0027656,00-0031236,1
00-0027656,00-0032208,2
00-0027656,00-0033387,2
00-0027925,00-0029570,1
00-0027925,00-0029689,2
00-0027925,00-0030288,3
00-0027925,00-0030433,1
00-0027925,00-0031236,1
00-0027925,00-0032208,3
00-0027925,00-0033387,2
00-0028087,00-0029570,1
00-0028087,00-0029689,1
00-0028087,00-0030288,1
00-0028087,00-0030433,1
00-0028087,00-0031236,1
00-0028087,00-0032208,1
00-0028087,00-0033387,1
00-0028237,00-0029570,1
00-0028237,00-0029689,2
00-0028237,00-0030288,2
00-0028237,00-0031236,1
00-0028237,00-0032208,2
00-0028237,00-0033387,2
00-0029239,00-0029570,1
00-0029239,00-0029689,1
00-0029239,00-0030288,2
00-0029239,00-0030433,1
00-0029239,00-0031236,1
00-0029239,00-0032208,2
00-0029239,00-0033387,1
00-0029570,00-0029689,1
00-0029570,00-0030288,1
00-0029570,00-0030433,1
00-0029570,00-0031062,1
00-0029570,00-0031236,1
00-0029570,00-0032208,1
00-0029570,00-0033387,1
00-0029689,00-0030288,2
00-0029689,00-0030433,1
00-0029689,00-0031062,2
00-0029689,00-0031236,1
00-0029689,00-0033387,2
00-0030288,00-0030433,1
00-0030288,00-0031062,4
00-0030288,00-0031236,3
00-0030288,00-0032208,5
00-0030288,00-0033387,2
00-0030433,00-0031062,1
00-0030433,00-0031236,1
00-0030433,00-0032208,1
00-0030433,00-0033387,1
00-0031062,00-0031236,1
00-0031062,00-0032208,3
00-0031062,00-0033387,2
00-0031236,00-0032208,3
00-0031236,00-0033387,1
00-0032208,00-0033387,2
00-0020531,00-0025396,3
00-0020531,00-0029931,3
00-0020531,00-0032569,1
00-0020531,00-0033095,2
00-0020531,00-0033770,3
00-0020531,00-0033838,1
00-0020531,00-0033906,4
00-0022999,00-0025396,1
00-0022999,00-0026544,1
00-0022999,00-0027732,1
00-0022999,00-0029931,1
00-0022999,00-0032569,1
00-0022999,00-0033095,1
00-0022999,00-0033770,1
00-0022999,00-0033838,1
00-0022999,00-0033906,1
00-0025396,00-0026544,1
00-0025396,00-0027732,1
00-0025396,00-0027966,2
00-0025396,00-0029697,1
00-0025396,00-0029931,3
00-0025396,00-0030216,3
00-0025396,00-0030663,1
00-0025396,00-0030801,1
00-0025396,00-0032569,1
00-0025396,00-0032765,3
00-0025396,00-0032881,2
00-0025396,00-0033095,2
00-0025396,00-0033770,3
00-0025396,00-0033838,1
00-0025396,00-0033906,3
00-0026544,00-0027732,1
00-0026544,00-0029697,1
00-0026544,00-0029931,1
00-0026544,00-0030216,1
00-0026544,00-0030663,1
00-0026544,00-0030801,1
00-0026544,00-0032569,1
00-0026544,00-0032765,1
00-0026544,00-0032881,1
00-0026544,00-0033095,1
00-0026544,00-0033770,1
00-0026544,00-0033838,1
00-0026544,00-0033906,1
00-0027732,00-0029697,1
00-0027732,00-0029931,1
00-0027732,00-0032569,1
00-0027732,00-0032765,1
00-0027732,00-0032881,1
00-0027732,00-0033095,1
00-0027732,00-0033770,1
00-0027732,00-0033838,1
00-0027732,00-0033906,1
00-0027966,00-0029931,2
00-0027966,00-0032569,1
00-0027966,00-0033095,3
00-0027966,00-0033770,2
00-0027966,00-0033838,1
00-0027966,00-0033906,4
00-0029697,00-0029931,1
00-0029697,00-0032569,1
00-0029697,00-0033095,1
00-0029697,00-0033770,1
00-0029697,00-0033838,1
00-0029697,00-0033906,1
00-0029931,00-0030216,3
00-0029931,00-0030663,1
00-0029931,00-0030801,1
00-0029931,00-0032569,1
00-0029931,00-0032765,3
00-0029931,00-0032881,2
00-0029931,00-0033095,2
00-0029931,00-0033770,3
00-0029931,00-0033838,1
00-0029931,00-0033906,3
00-0030216,00-0032569,1
00-0030216,00-0033095,2
00-0030216,00-0033770,3
00-0030216,00-0033838,1
00-0030216,00-0033906,4
00-0030663,00-0032569,1
00-0030663,00-0033095,1
00-0030663,00-0033770,1
00-0030663,00-0033838,1
00-0030663,00-0033906,1
00-0030801,00-0032569,1
00-0030801,00-0033095,1
00-0030801,00-0033770,1
00-0030801,00-0033838,1
00-0030801,00-0033906,1
00-0032569,00-0032765,1
00-0032569,00-0032881,1
00-0032569,00-0033095,1
00-0032569,00-0033770,1
00-0032569,00-0033838,1
00-0032569,00-0033906,1
00-0032765,00-0033095,2
00-0032765,00-0033770,3
00-0032765,00-0033838,1
00-0032765,00-0033906,6
00-0032881,00-0033095,2
00-0032881,00-0033770,2
00-0032881,00-0033838,1
00-0032881,00-0033906,3
00-0033095,00-0033770,2
00-0033095,00-0033838,1
00-0033095,00-0033906,3
00-0033770,00-0033838,1
00-0033770,00-0033906,3
00-0033838,00-0033906,1
00-0021206,00-0028064,2
00-0021206,00-0028091,1
00-0021206,00-0029159,2
00-0021206,00-0031151,1
00-0021206,00-0031568,1
00-0021206,00-0031690,2
00-0021206,00-0032004,1
00-0021206,00-0032120,2
00-0021206,00-0032449,1
00-0021206,00-0032688,2
00-0021206,00-0032740,1
00-0021206,00-0032959,2
00-0021206,00-0033266,1
00-0021206,00-0033295,2
00-0021206,00-0033840,1
00-0021206,00-0033916,1
00-0026184,00-0028091,1
00-0026184,00-0029159,1
00-0026184,00-0031151,1
00-0026184,00-0031690,1
00-0026184,00-0032004,1
00-0026184,00-0032120,1
00-0026184,00-0032740,1
00-0026184,00-0033266,1
00-0026184,00-0033295,1
00-0026184,00-0033840,1
00-0026184,00-0033916,1
00-0028064,00-0029159,2
00-0028064,00-0031151,1
00-0028064,00-0031690,2
00-0028064,00-0032004,1
00-0028064,00-0032120,2
00-0028064,00-0032740,1
00-0028064,00-0033266,1
00-0028064,00-0033295,2
00-0028064,00-0033840,1
00-0028064,00-0033916,1
00-0028091,00-0029159,1
00-0028091,00-0031151,1
00-0028091,00-0031418,1
00-0028091,00-0031568,1
00-0028091,00-0031690,1
00-0028091,00-0032004,1
00-0028091,00-0032120,1
00-0028091,00-0032449,1
00-0028091,00-0032688,1
00-0028091,00-0032740,1
00-0028091,00-0032959,1
00-0028091,00-0033266,1
00-0028091,00-0033295,1
00-0028091,00-0033840,1
00-0028091,00-0033916,1
00-0029159,00-0031151,1
00-0029159,00-0031418,1
00-0029159,00-0031568,1
00-0029159,00-0031690,2
00-0029159,00-0032004,1
00-0029159,00-0032120,2
00-0029159,00-0032449,1
00-0029159,00-0032688,2
00-0029159,00-0032740,1
00-0029159,00-0032959,2
00-0029159,00-0033266,1
00-0029159,00-0033295,2
00-0029159,00-0033840,1
00-0029159,00-0033916,1
00-0031151,00-0031418,1
00-0031151,00-0031568,1
00-0031151,00-0031690,1
00-0031151,00-0032004,1
00-0031151,00-0032120,1
00-0031151,00-0032449,1
00-0031151,00-0032688,1
00-0031151,00-0032740,1
00-0031151,00-0032959,1
00-0031151,00-0033266,1
00-0031151,00-0033295,1
00-0031151,00-0033840,1
00-0031151,00-0033916,1
00-0031418,00-0031690,1
00-0031418,00-0032004,1
00-0031418,00-0032120,1
00-0031418,00-0032740,1
00-0031418,00-0033266,1
00-0031418,00-0033295,1
00-0031418,00-0033840,1
00-0031418,00-0033916,1
00-0031568,00-0031690,1
00-0031568,00-0032004,1
00-0031568,00-0032120,1
00-0031568,00-0032740,1
00-0031568,00-0033266,1
00-0031568,00-0033295,1
00-0031568,00-0033840,1
00-0031568,00-0033916,1
00-0031690,00-0032004,1
00-0031690,00-0032120,2
00-0031690,00-0032449,1
00-0031690,00-0032688,2
00-0031690,00-0032740,1
00-0031690,00-0032959,2
00-0031690,00-0033266,1
00-0031690,00-0033295,2
00-0031690,00-0033840,1
00-0031690,00-0033916,1
00-0032004,00-0032120,1
00-0032004,00-0032449,1
00-0032004,00-0032688,1
00-0032004,00-0032740,1
00-0032004,00-0032959,1
00-0032004,00-0033266,1
00-0032004,00-0033295,1
00-0032004,00-0033840,1
00-0032004,00-0033916,1
00-0032120,00-0032449,1
00-0032120,00-0032688,2
00-0032120,00-0032740,1
00-0032120,00-0032959,2
00-0032120,00-0033266,1
00-0032120,00-0033295,2
00-0032120,00-0033840,1
00-0032120,00-0033916,1
00-0032449,00-0032740,1
00-0032449,00-0033266,1
00-0032449,00-0033295,1
00-0032449,00-0033840,1
00-0032449,00-0033916,1
00-0032688,00-0032740,1
00-0032688,00-0033266,1
00-0032688,00-0033295,2
00-0032688,00-0033840,1
00-0032688,00-0033916,1
00-0032740,00-0032959,1
00-0032740,00-0033266,1
00-0032740,00-0033295,1
00-0032740,00-0033840,1
00-0032740,00-0033916,1
00-0032959,00-0033266,1
00-0032959,00-0033295,2
00-0032959,00-0033840,1
00-0032959,00-0033916,1
00-0033266,00-0033295,1
00-0033266,00-0033840,1
00-0033266,00-0033916,1
00-0033295,00-0033840,1
00-0033295,00-0033916,1
00-0033840,00-0033916,1
00-0021429,00-0025394,1
00-0021429,00-0027948,1
00-0021429,00-0031884,1
00-0021429,00-0032298,1
00-0021429,00-0032577,1
00-0021429,00-0032813,1
00-0021429,00-0033611,1
00-0021429,00-0033933,1
00-0022921,00-0025394,1
00-0022921,00-0027948,1
00-0022921,00-0031884,1
00-0022921,00-0032298,1
00-0022921,00-0032577,2
00-0022921,00-0032813,1
00-0022921,00-0033611,2
00-0022921,00-0033933,2
00-0025394,00-0025430,1
00-0025394,00-0026164,1
00-0025394,00-0027873,1
00-0025394,00-0027948,1
00-0025394,00-0029336,1
00-0025394,00-0029740,1
00-0025394,00-0030117,1
00-0025394,00-0030300,1
00-0025394,00-0031044,1
00-0025394,00-0031051,1
00-0025394,00-0031884,1
00-0025394,00-0032112,1
00-0025394,00-0032187,1
00-0025394,00-0032298,1
00-0025394,00-0032577,1
00-0025394,00-0032813,1
00-0025394,00-0033611,1
00-0025394,00-0033933,1
00-0025430,00-0027948,1
00-0025430,00-0031884,1
00-0025430,00-0032298,1
00-0025430,00-0032577,1
00-0025430,00-0032813,1
00-0025430,00-0033611,1
00-0025430,00-0033933,1
00-0026164,00-0027948,1
00-0026164,00-0031884,1
00-0026164,00-0032298,1
00-0026164,00-0032577,1
00-0026164,00-0032813,1
00-0026164,00-0033611,1
00-0026164,00-0033933,1
00-0027873,00-0027948,1
00-0027873,00-0031884,1
00-0027873,00-0032298,1
00-0027873,00-0032577,1
00-0027873,00-0032813,1
00-0027873,00-0033611,2
00-0027873,00-0033933,2
00-0027948,00-0029336,1
00-0027948,00-0029740,1
00-0027948,00-0030117,1
00-0027948,00-0030300,1
00-0027948,00-0031044,1
00-0027948,00-0031051,1
00-0027948,00-0031884,1
00-0027948,00-0032112,1
00-0027948,00-0032187,1
00-0027948,00-0032298,1
00-0027948,00-0032577,1
00-0027948,00-0032813,1
00-0027948,00-0033611,1
00-0027948,00-0033933,1
00-0029336,00-0031884,1
00-0029336,00-0032298,1
00-0029336,00-0032577,1
00-0029336,00-0032813,1
00-0029336,00-0033611,1
00-0029336,00-0033933,1
00-0029740,00-0031884,1
00-0029740,00-0032298,1
00-0029740,00-0032577,1
00-0029740,00-0032813,1
00-0029740,00-0033611,1
00-0029740,00-0033933,1
00-0030117,00-0031884,1
00-0030117,00-0032298,1
00-0030117,00-0032577,1
00-0030117,00-0032813,1
00-0030117,00-0033611,1
00-0030117,00-0033933,1
00-0030300,00-0031884,1
00-0030300,00-0032298,1
00-0030300,00-0032577,1
00-0030300,00-0032813,1
00-0030300,00-0033611,1
00-0030300,00-0033933,1
00-0031044,00-0031884,1
00-0031044,00-0032298,1
00-0031044,00-0032577,1
00-0031044,00-0032813,1
00-0031044,00-0033611,1
00-0031044,00-0033933,1
00-0031051,00-0031884,1
00-0031051,00-0032298,1
00-0031051,00-0032577,1
00-0031051,00-0032813,1
00-0031051,00-0033611,1
00-0031051,00-0033933,1
00-0031884,00-0032112,1
00-0031884,00-0032187,1
00-0031884,00-0032298,1
00-0031884,00-0032577,1
00-0031884,00-0032813,1
00-0031884,00-0033611,1
00-0031884,00-0033933,1
00-0032112,00-0032298,1
00-0032112,00-0032577,1
00-0032112,00-0032813,1
00-0032112,00-0033611,2
00-0032112,00-0033933,2
00-0032187,00-0032298,1
00-0032187,00-0032577,1
00-0032187,00-0032813,1
00-0032187,00-0033611,2
00-0032187,00-0033933,2
00-0032298,00-0032577,1
00-0032298,00-0032813,1
00-0032298,00-0033611,1
00-0032298,00-0033933,1
00-0032577,00-0032813,1
00-0032577,00-0033611,1
00-0032577,00-0033933,1
00-0032813,00-0033611,1
00-0032813,00-0033933,1
00-0033611,00-0033933,2
00-0021547,00-0027321,1
00-0021547,00-0033536,2
00-0021547,00-0033699,2
00-0022942,00-0027321,1
00-0022942,00-0033536,3
00-0022942,00-0033699,3
00-0024264,00-0033536,1
00-0024264,00-0033699,1
00-0027321,00-0029269,1
00-0027321,00-0029391,1
00-0027321,00-0030279,1
00-0027321,00-0031055,1
00-0027321,00-0031277,1
00-0027321,00-0032144,1
00-0027321,00-0032160,1
00-0027321,00-0032897,1
00-0027321,00-0033090,1
00-0027321,00-0033536,1
00-0027321,00-0033699,1
00-0029269,00-0031277,1
00-0029269,00-0033536,3
00-0029269,00-0033699,3
00-0029391,00-0031277,1
00-0029391,00-0033536,1
00-0029391,00-0033699,1
00-0030279,00-0033536,7
00-0030279,00-0033699,7
00-0031055,00-0031277,1
00-0031055,00-0033536,1
00-0031055,00-0033699,1
00-0031277,00-0032897,1
00-0031277,00-0033090,1
00-0031277,00-0033536,1
00-0031277,00-0033699,1
00-0032144,00-0033536,3
00-0032144,00-0033699,3
00-0032160,00-0033536,2
00-0032160,00-0033699,2
00-0032897,00-0033536,3
00-0032897,00-0033699,3
00-0033090,00-0033536,4
00-0033090,00-0033699,4
00-0033536,00-0033699,7
00-0022127,00-0033562,1
00-0022127,00-0033591,1
00-0022127,00-0033662,1
00-0026144,00-0033562,1
00-0026144,00-0033591,1
00-0026144,00-0033662,1
00-0027902,00-0033562,1
00-0027902,00-0033591,1
00-0027902,00-0033662,1
00-0028664,00-0029634,1
00-0028664,00-0033562,1
00-0028664,00-0033591,2
00-0028664,00-0033662,1
00-0029000,00-0033562,1
00-0029000,00-0033591,2
00-0029000,00-0033662,1
00-0029141,00-0029634,1
00-0029141,00-0033562,1
00-0029141,00-0033591,1
00-0029141,00-0033662,1
00-0029634,00-0030968,1
00-0029634,00-0033045,1
00-0029634,00-0033077,1
00-0029634,00-0033562,1
00-0029634,00-0033591,1
00-0029634,00-0033662,1
00-0030516,00-0033562,1
00-0030516,00-0033591,1
00-0030516,00-0033662,1
00-0030542,00-0033562,1
00-0030542,00-0033591,2
00-0030542,00-0033662,1
00-0030968,00-0033562,1
00-0030968,00-0033591,1
00-0030968,00-0033662,1
00-0031900,00-0033562,1
00-0031900,00-0033591,2
00-0031900,00-0033662,1
00-0032141,00-0033562,1
00-0032141,00-0033591,2
00-0032141,00-0033662,1
00-0033045,00-0033562,1
00-0033045,00-0033591,5
00-0033045,00-0033662,4
00-0033077,00-0033562,1
00-0033077,00-0033591,5
00-0033077,00-0033662,5
00-0033562,00-0033591,1
00-0033562,00-0033662,1
00-0033591,00-0033662,3
00-0022803,00-0024334,1
00-0022803,00-0029587,3
00-0022803,00-0030565,1
00-0022803,00-0031070,1
00-0022803,00-0032464,1
00-0022803,00-0032656,1
00-0022803,00-0032705,1
00-0022803,00-0032839,1
00-0022803,00-0033087,1
00-0022803,00-0033717,1
00-0022803,00-0033881,3
00-0022803,00-0033950,3
00-0024334,00-0027994,1
00-0024334,00-0029587,1
00-0024334,00-0030091,1
00-0024334,00-0030860,1
00-0024334,00-0031070,1
00-0024334,00-0031235,1
00-0024334,00-0031744,1
00-0024334,00-0032385,1
00-0024334,00-0032417,1
00-0024334,00-0032429,1
00-0024334,00-0032464,1
00-0024334,00-0032656,1
00-0024334,00-0032659,1
00-0024334,00-0032705,1
00-0024334,00-0032839,1
00-0024334,00-0033087,1
00-0024334,00-0033717,1
00-0024334,00-0033881,1
00-0024334,00-0033950,1
00-0027994,00-0029587,1
00-0027994,00-0030565,1
00-0027994,00-0031070,1
00-0027994,00-0032464,1
00-0027994,00-0032656,1
00-0027994,00-0032705,1
00-0027994,00-0032839,1
00-0027994,00-0033087,1
00-0027994,00-0033717,1
00-0027994,00-0033881,1
00-0027994,00-0033950,1
00-0029587,00-0030091,1
00-0029587,00-0030565,1
00-0029587,00-0030860,1
00-0029587,00-0031070,1
00-0029587,00-0031235,2
00-0029587,00-0031744,1
00-0029587,00-0032385,3
00-0029587,00-0032417,1
00-0029587,00-0032429,1
00-0029587,00-0032464,1
00-0029587,00-0032656,1
00-0029587,00-0032659,1
00-0029587,00-0032705,1
00-0029587,00-0032839,1
00-0029587,00-0033087,1
00-0029587,00-0033717,1
00-0029587,00-0033881,3
00-0029587,00-0033950,3
00-0030091,00-0030565,1
00-0030091,00-0031070,1
00-0030091,00-0031744,1
00-0030091,00-0032464,1
00-0030091,00-0032656,1
00-0030091,00-0032705,1
00-0030091,00-0032839,1
00-0030091,00-0033087,1
00-0030091,00-0033717,1
00-0030091,00-0033881,1
00-0030091,00-0033950,1
00-0030565,00-0030860,1
00-0030565,00-0031070,1
00-0030565,00-0031235,1
00-0030565,00-0031744,1
00-0030565,00-0032385,1
00-0030565,00-0032417,1
00-0030565,00-0032429,1
00-0030565,00-0032464,1
00-0030565,00-0032656,1
00-0030565,00-0032659,1
00-0030565,00-0032705,1
00-0030565,00-0032839,1
00-0030565,00-0033087,1
00-0030565,00-0033717,1
00-0030565,00-0033881,1
00-0030565,00-0033950,1
00-0030860,00-0031070,1
00-0030860,00-0032464,1
00-0030860,00-0032656,1
00-0030860,00-0032705,1
00-0030860,00-0032839,1
00-0030860,00-0033087,1
00-0030860,00-0033717,1
00-0030860,00-0033881,1
00-0030860,00-0033950,1
00-0031070,00-0031235,1
00-0031070,00-0031744,1
00-0031070,00-0032385,1
00-0031070,00-0032417,1
00-0031070,00-0032429,1
00-0031070,00-0032464,1
00-0031070,00-0032656,1
00-0031070,00-0032659,1
00-0031070,00-0032705,1
00-0031070,00-0032839,1
00-0031070,00-0033087,1
00-0031070,00-0033717,1
00-0031070,00-0033881,1
00-0031070,00-0033950,1
00-0031235,00-0032464,1
00-0031235,00-0032656,1
00-0031235,00-0032705,1
00-0031235,00-0032839,1
00-0031235,00-0033087,1
00-0031235,00-0033717,1
00-0031235,00-0033881,2
00-0031235,00-0033950,2
00-0031744,00-0032385,1
00-0031744,00-0032417,1
00-0031744,00-0032429,1
00-0031744,00-0032464,1
00-0031744,00-0032656,1
00-0031744,00-0032659,1
00-0031744,00-0032705,1
00-0031744,00-0032839,1
00-0031744,00-0033087,1
00-0031744,00-0033717,1
00-0031744,00-0033881,1
00-0031744,00-0033950,1
00-0032385,00-0032464,1
00-0032385,00-0032656,1
00-0032385,00-0032705,1
00-0032385,00-0032839,1
00-0032385,00-0033087,1
00-0032385,00-0033717,1
00-0032385,00-0033881,5
00-0032385,00-0033950,4
00-0032417,00-0032464,1
00-0032417,00-0032656,1
00-0032417,00-0032705,1
00-0032417,00-0032839,1
00-0032417,00-0033087,1
00-0032417,00-0033717,1
00-0032417,00-0033881,1
00-0032417,00-0033950,1
00-0032429,00-0032464,1
00-0032429,00-0032656,1
00-0032429,00-0032705,1
00-0032429,00-0032839,1
00-0032429,00-0033087,1
00-0032429,00-0033717,1
00-0032429,00-0033881,1
00-0032429,00-0033950,1
00-0032464,00-0032656,1
00-0032464,00-0032659,1
00-0032464,00-0032705,1
00-0032464,00-0032839,1
00-0032464,00-0033087,1
00-0032464,00-0033717,1
00-0032464,00-0033881,1
00-0032464,00-0033950,1
00-0032656,00-0032659,1
00-0032656,00-0032705,1
00-0032656,00-0032839,1
00-0032656,00-0033087,1
00-0032656,00-0033717,1
00-0032656,00-0033881,1
00-0032656,00-0033950,1
00-0032659,00-0032705,1
00-0032659,00-0032839,1
00-0032659,00-0033087,1
00-0032659,00-0033717,1
00-0032659,00-0033881,1
00-0032659,00-0033950,1
00-0032705,00-0032839,1
00-0032705,00-0033087,1
00-0032705,00-0033717,1
00-0032705,00-0033881,1
00-0032705,00-0033950,1
00-0032839,00-0033087,1
00-0032839,00-0033717,1
00-0032839,00-0033881,1
00-0032839,00-0033950,1
00-0033087,00-0033717,1
00-0033087,00-0033881,1
00-0033087,00-0033950,1
00-0033717,00-0033881,1
00-0033717,00-0033950,1
00-0033881,00-0033950,4
00-0022924,00-0028011,2
00-0022924,00-0030470,4
00-0022924,00-0030521,2
00-0022924,00-0031793,1
00-0022924,00-0031956,1
00-0022924,00-0033553,4
00-0022924,00-0033857,5
00-0026983,00-0028011,2
00-0026983,00-0030470,2
00-0026983,00-0030521,2
